t,D_output
2372,1.1942881825205536
2373,1.1845785463852752
2374,1.1747341279341912
2375,1.164760000570943
2376,1.1546611903418815
2377,1.144442670337211
2378,1.1341093554500803
2379,1.12366609743927
2380,1.1131176803084317
2381,1.1024688158835745
2382,1.0917241397514688
2383,1.0808882075030435
2384,1.0699654912508116
2385,1.0589603763830182
2386,1.0478771586419762
2387,1.0367200414936841
2388,1.0254931337301207
2389,1.0142004473275532
2390,1.0028458955780797
2391,0.9914332914815465
2392,0.9799663463433619
2393,0.9684486686137469
2394,0.9568837629530291
2395,0.9452750295138537
2396,0.9336257634129967
2397,0.9219391544055507
2398,0.910218286742327
2399,0.8984661392007818
2400,0.886685585287541
2401,0.8748793935950425
2402,0.8630502283008923
2403,0.8512006498062308
2404,0.8393331155170151
2405,0.827449980735615
2406,0.8155534996553763
2407,0.8036458264711767
2408,0.7917290165915782
2409,0.7798050279289774
2410,0.7678757222563709
2411,0.7559428666606423
2412,0.7440081350555434
2413,0.7320731097470513
2414,0.7201392830369796
2415,0.7082080589016818
2416,0.6962807546957269
2417,0.6843586028861665
2418,0.6724427528057615
2419,0.6605342724562973
2420,0.6486341503129283
2421,0.6367432971397574
2422,0.6248625478128851
2423,0.6129926631664133
2424,0.6011343318261706
2425,0.5892881720379457
2426,0.5774547334962392
2427,0.565634499170833
2428,0.5538278871150136
2429,0.5420352522561317
2430,0.5302568881790719
2431,0.5184930288909261
2432,0.5067438505629891
2433,0.4950094732480406
2434,0.48328996258253654
2435,0.4715853314611596
2436,0.4598955416852344
2437,0.4482205055829838
2438,0.43656008760907744
2439,0.4249141059124703
2440,0.4132823338769751
2441,0.4016645016277371
2442,0.39006029751681653
2443,0.37846936957831606
2444,0.36689132695197535
2445,0.35532574127935984
2446,0.34377214807145295
2447,0.3322300480472277
2448,0.32069890844479754
2449,0.3091781643050907
2450,0.2976672197298888
2451,0.2861654491109536
2452,0.27467219833477796
2453,0.26318678596229206
2454,0.25170850438796755
2455,0.24023662097281862
2456,0.22877037915253837
2457,0.21730899952828264
2458,0.20585168093703554
2459,0.19439760150603355
2460,0.18294591968123255
2461,0.17149577524454768
2462,0.16004629031449463
2463,0.1485965703372184
2464,0.13714570505770413
2465,0.12569276948084945
2466,0.11423682482403998
2467,0.10277691946192591
2468,0.09131208986447362
2469,0.07984136152279712
2470,0.06836374987580461
2471,0.056878261232614885
2472,0.045383893697138564
2473,0.03387963808569264
2474,0.022364478849896174
2475,0.010837395002653079
2476,-0.0007026389491855134
2477,-0.012256652067670612
2478,-0.02382567604012797
2479,-0.035410744223307644
2480,-0.04701289067621019
2481,-0.058633149178053734
2482,-0.07027255223661559
2483,-0.08193213007605013
2484,-0.09361290960721376
2485,-0.10531591337708548
2486,-0.11704215849121796
2487,-0.12879265552383162
2488,-0.1405684073948359
2489,-0.15237040822022271
2490,-0.16419964213358312
2491,-0.17605708207618612
2492,-0.18794368855475868
2493,-0.19986040836404087
2494,-0.2118081732726648
2495,-0.22378789867056145
2496,-0.235800482178788
2497,-0.2478468022129162
2498,-0.25992771650362695
2499,-0.2720440605725629
2500,-0.2841966461600166
2501,-0.2963862596109792
2502,-0.30861366020130176
2503,-0.32087957840934717
2504,-0.3331847141401992
2505,-0.3455297348914609
2506,-0.35791527387140715
2507,-0.3703419280531408
2508,-0.38281025615501996
2509,-0.3953207765767942
2510,-0.40787396526802827
2511,-0.4204702535432315
2512,-0.43311002583728503
2513,-0.44579361736215384
2514,-0.4585213117294908
2515,-0.4712933384987454
2516,-0.48410987066789213
2517,-0.4969710221157394
2518,-0.5098768449234575
2519,-0.52282732667386
2520,-0.5358223876767542
2521,-0.5488618781361608
2522,-0.56194557528635
2523,-0.5750731803953129
2524,-0.58824431575712
2525,-0.6014585216223276
2526,-0.6147152530753456
2527,-0.6280138769018656
2528,-0.6413536683320732
2529,-0.6547338077808661
2530,-0.6681533775531178
2531,-0.6816113585105225
2532,-0.6951066267517222
2533,-0.7086379502051532
2534,-0.7222039852258114
2535,-0.7358032732002714
2536,-0.7494342371419684
2537,-0.7630951783243956
2538,-0.7767842728947769
2539,-0.7904995685085126
2540,-0.804238981026362
2541,-0.818000291249789
2542,-0.8317811417243487
2543,-0.8455790336100597
2544,-0.8593913236264444
2545,-0.8732152211111781
2546,-0.8870477851890026
2547,-0.900885922059619
2548,-0.9147263824232255
2549,-0.9285657591017642
2550,-0.9424004848099284
2551,-0.956226830126161
2552,-0.970040901663221
2553,-0.9838386405070961
2554,-0.9976158208878979
2555,-1.0113680491236718
2556,-1.025090762796865
2557,-1.0387792303424404
2558,-1.0524285509276887
2559,-1.0660336546772933
2560,-1.0795893032220252
2561,-1.093090090706547
2562,-1.106530445221718
2563,-1.119904630634111
2564,-1.1332067488338036
2565,-1.1464307424603977
2566,-1.1595703982207366
2567,-1.1726193506186917
2568,-1.1855710862009645
2569,-1.1984189482638066
2570,-1.211156142319659
2571,-1.223775741972422
2572,-1.236270695385132
2573,-1.2486338322413717
2574,-1.2608578714530527
2575,-1.2729354293670874
2576,-1.284859028559199
2577,-1.2966211071203666
2578,-1.3082140286563997
2579,-1.31963009282877
2580,-1.330861546414735
2581,-1.341900594907632
2582,-1.3527394146583342
2583,-1.3633701655411252
2584,-1.3737850040723631
2585,-1.3839760969949981
2586,-1.3939356352916281
2587,-1.4036558485577095
2588,-1.4131290197401962
2589,-1.4223475002293253
2590,-1.4313037251434864
2591,-1.4399902288482938
2592,-1.4483996606683636
2593,-1.4565248007052372
2594,-1.4643585756595554
2595,-1.4718940746927542
2596,-1.4791245653130831
2597,-1.4860435089757513
2598,-1.4926445765692598
2599,-1.4989216636851785
2600,-1.5048689055393203
2601,-1.5104806914713813
2602,-1.5157516790540881
2603,-1.5206768077850357
2604,-1.5252513120076623
2605,-1.5294707333183823
2606,-1.5333309322965585
2607,-1.5368280994488726
2608,-1.539958765343022
2609,-1.5427198099309514
2610,-1.5451084710197804
2611,-1.5471223516842798
2612,-1.5487594267901679
2613,-1.550018048476386
2614,-1.5508969506182315
2615,-1.551395252227752
2616,-1.5515124597706438
2617,-1.5512484683972962
2618,-1.550603562098216
2619,-1.5495784127568446
2620,-1.548174078043556
2621,-1.5463919983030971
2622,-1.5442339923605894
2623,-1.5417022523459933
2624,-1.5387993374330937
2625,-1.5355281665957223
2626,-1.531892010366317
2627,-1.527894481819613
2628,-1.5235395266443472
2629,-1.5188314124057882
2630,-1.5137747170404672
2631,-1.5083743166083934
2632,-1.5026353724794999
2633,-1.4965633179089448
2634,-1.490163844088082
2635,-1.4834428857425972
2636,-1.4764066063317143
2637,-1.4690613829121661
2638,-1.46141379076059
2639,-1.4534705877795637
2640,-1.4452386987708752
2641,-1.4367251996334829
2642,-1.4279373015414942
2643,-1.418882335169633
2644,-1.409567735016745
2645,-1.4000010238898384
2646,-1.3901897975763775
2647,-1.3801417097807314
2648,-1.369864457358344
2649,-1.3593657658754519
2650,-1.3486533755650116
2651,-1.33773502768403
2652,-1.3266184513092145
2653,-1.3153113506269727
2654,-1.303821392697691
2655,-1.2921561957461314
2656,-1.2803233180035605
2657,-1.2683302470748254
2658,-1.2561843898874792
2659,-1.2438930632146017
2660,-1.2314634847549046
2661,-1.2189027648147772
2662,-1.2062178985593697
2663,-1.1934157588358922
2664,-1.1805030895849986
2665,-1.1674864998027978
2666,-1.1543724580636423
2667,-1.1411672875957142
2668,-1.1278771618781078
2669,-1.114508100764516
2670,-1.1010659671114804
2671,-1.0875564638885364
2672,-1.0739851317638234
2673,-1.0603573471391634
2674,-1.0466783206176868
2675,-1.032953095887135
2676,-1.0191865489971472
2677,-1.005383388009439
2678,-0.9915481530016029
2679,-0.9776852164001752
2680,-0.9637987836378429
2681,-0.9498928940967327
2682,-0.9359714223182225
2683,-0.9220380794828678
2684,-0.9080964151182895
2685,-0.8941498190110522
2686,-0.8802015233351622
2687,-0.8662546049577949
2688,-0.8523119878955353
2689,-0.83837644592866
2690,-0.8244506053526589
2691,-0.8105369478321794
2692,-0.7966378133584854
2693,-0.7827554033110121
2694,-0.768891783579186
2695,-0.7550488877428397
2696,-0.7412285203228055
2697,-0.7274323600593492
2698,-0.7136619632135695
2699,-0.6999187669057219
2700,-0.6862040924572829
2701,-0.6725191487290727
2702,-0.6588650354649557
2703,-0.645242746622002
2704,-0.6316531736746348
2705,-0.6180971089017024
2706,-0.6045752486469312
2707,-0.5910881965398663
2708,-0.5776364666628374
2709,-0.56422048670113
2710,-0.5508406010355931
2711,-0.537497073782346
2712,-0.5241900917770416
2713,-0.5109197675163613
2714,-0.49768614203529293
2715,-0.4844891877240294
2716,-0.47132881108636304
2717,-0.4582048554432014
2718,-0.4451171035690684
2719,-0.43206528026873975
2720,-0.41904905489152905
2721,-0.4060680437835238
2722,-0.3931218126783461
2723,-0.3802098790270987
2724,-0.3673317142661288
2725,-0.3544867460252326
2726,-0.3416743602778848
2727,-0.3288939034346992
2728,-0.31614468437479626
2729,-0.3034259764251917
2730,-0.2907370192874848
2731,-0.27807702090960346
2732,-0.2654451593045087
2733,-0.25284058432164735
2734,-0.2402624193736008
2735,-0.22770976311067476
2736,-0.21518169105313595
2737,-0.20267725718225943
2738,-0.19019549549313988
2739,-0.1777354215025163
2740,-0.16529603372372687
2741,-0.15287631510881983
2742,-0.14047523445684992
2743,-0.1280917477861806
2744,-0.1157247996827705
2745,-0.10337332462118447
2746,-0.09103624827426812
2747,-0.07871248877592217
2748,-0.06640095797523746
2749,-0.05410056267299604
2750,-0.04181020584532503
2751,-0.029528787853220613
2752,-0.01725520762671063
2753,-0.00498836385095508
2754,0.007272843858840243
2755,0.01952951377971473
2756,0.03178274092267004
2757,0.044033615869839476
2758,0.056283223610404005
2759,0.068532642373476
2760,0.08078294245620199
2761,0.09303518505369339
2762,0.105290421074616
2763,0.11754968994884679
2764,0.12981401842025023
2765,0.14208441933169036
2766,0.15436189039287446
2767,0.1666474129303827
2768,0.17894195061915807
2769,0.191246448193315
2770,0.2035618301363089
2771,0.21588899934613337
2772,0.22822883577545433
2773,0.24058219504582581
2774,0.2529499070321182
2775,0.26533277441747166
2776,0.2777315712172821
2777,0.2901470412714811
2778,0.3025798967045328
2779,0.3150308163452003
2780,0.327500444114322
2781,0.33998938737449813
2782,0.3524982152463236
2783,0.36502745687954824
2784,0.37757759968568044
2785,0.3901490875326117
2786,0.40274231890017553
2787,0.415357644999074
2788,0.4279953678334933
2789,0.44065573823434556
2790,0.4533389538482614
2791,0.4660451570897536
2792,0.4787744330708377
2793,0.4915268074472923
2794,0.5043022442559547
2795,0.5171006437099331
2796,0.5299218399581267
2797,0.5427655988307757
2798,0.555631615510726
2799,0.5685195121966321
2800,0.5814288357383286
2801,0.5943590552446849
2802,0.6073095596944987
2803,0.6202796554857406
2804,0.6332685639844571
2805,0.646275419070524
2806,0.6592992646712038
2807,0.6723390523109889
2808,0.6853936386401578
2809,0.698461782971579
2810,0.7115421448455885
2811,0.7246332816101448
2812,0.7377336460376213
2813,0.7508415839695116
2814,0.7639553319956801
2815,0.7770730151971581
2816,0.7901926449448405
2817,0.8033121167622295
2818,0.8164292082663459
2819,0.8295415772099307
2820,0.8426467596101037
2821,0.855742167990999
2822,0.8688250897328968
2823,0.8818926855344348
2824,0.894941988094359
2825,0.9079699008892858
2826,0.9209731971367825
2827,0.9339485189233288
2828,0.9468923764598718
2829,0.959801147721174
2830,0.9726710781860363
2831,0.9854982808347587
2832,0.9982787363915968
2833,1.0110082937197011
2834,1.0236826706784263
2835,1.036297455168885
2836,1.0488481064746857
2837,1.0613299569857215
2838,1.0737382141754892
2839,1.0860679629383183
2840,1.0983141683077506
2841,1.1104716783861452
2842,1.122535227753318
2843,1.134499441345806
2844,1.1463588385733356
2845,1.158107837892952
2846,1.1697407617891902
2847,1.1812518421064764
2848,1.1926352258393382
2849,1.2038849812910604
2850,1.2149951045679248
2851,1.2259595266612695
2852,1.236772120799533
2853,1.2474267102197092
2854,1.2579170763227467
2855,1.2682369672201
2856,1.2783801066392888
2857,1.288340203182004
2858,1.2981109599189262
2859,1.3076860843017948
2860,1.3170592983714993
2861,1.3262243492387011
2862,1.3351750198662753
2863,1.3439051400245803
2864,1.3524085974177165
2865,1.3606793490135836
2866,1.3687114325488365
2867,1.3764989781290922
2868,1.3840362197539877
2869,1.39131750698374
2870,1.3983373166033224
2871,1.4050902643279188
2872,1.4115711161176572
2873,1.417774799560879
2874,1.4236964150551688
2875,1.4293312469461932
2876,1.4346747740214705
2877,1.4397226799092215
2878,1.4444708631120449
2879,1.4489154468351373
2880,1.453052788062325
2881,1.4568794862710799
2882,1.4603923916765589
2883,1.4635886130179554
2884,1.4664655247186575
2885,1.4690207733877618
2886,1.4712522835624746
2887,1.4731582629337907
2888,1.474737206855436
2889,1.4759879023772053
2890,1.4769094311911686
2891,1.4775011719923483
2892,1.4777628019572675
2893,1.4776942976610192
2894,1.477295935147272
2895,1.4765682892979386
2896,1.4755122322930414
2897,1.4741289314210484
2898,1.4724198461210616
2899,1.4703867243013788
2900,1.4680315979698704
2901,1.4653567781434096
2902,1.4623648490951109
2903,1.4590586619416415
2904,1.4554413276568376
2905,1.4515162094840781
2906,1.4472869147935006
2907,1.4427572864575238
2908,1.437931393719251
2909,1.4328135226182162
2910,1.4274081660860805
2911,1.421720013611386
2912,1.4157539406304211
2913,1.4095149976799866
2914,1.403008399239513
2915,1.3962395124683855
2916,1.3892138457938303
2917,1.3819370373243762
2918,1.374414843311275
2919,1.3666531265415807
2920,1.358657844692772
2921,1.3504350388687851
2922,1.3419908221483297
2923,1.3333313682415062
2924,1.3244629004017987
2925,1.315391680444701
2926,1.3061239979986676
2927,1.2966661600636435
2928,1.2870244807686508
2929,1.2772052714561288
2930,1.2672148311027212
2931,1.2570594370265589
2932,1.2467453359769058
2933,1.2362787355868248
2934,1.225665796178605
2935,1.2149126229743257
2936,1.2040252586924303
2937,1.1930096765387546
2938,1.1818717736013808
2939,1.170617364649587
2940,1.159252176343142
2941,1.1477818418280483
2942,1.1362118957474396
2943,1.1245477696522637
2944,1.112794787776596
2945,1.1009581632270908
2946,1.0890429945392592
2947,1.0770542625795856
2948,1.0649968278432336
2949,1.0528754280748012
2950,1.0406946762158928
2951,1.0284590587156257
2952,1.0161729341166639
2953,1.0038405319464514
2954,0.9914659519283189
2955,0.979053163422455
2956,0.9666060051463087
2957,0.9541281851650418
2958,0.9416232810720476
2959,0.9290947404199205
2960,0.9165458813676853
2961,0.9039798934751593
2962,0.8913998387117199
2963,0.8788086526799711
2964,0.8662091459008466
2965,0.8536040052869647
2966,0.8409957957780083
2967,0.8283869620549783
2968,0.8157798303620105
2969,0.8031766104596268
2970,0.7905793976592631
2971,0.7779901749005017
2972,0.7654108149319884
2973,0.752843082557569
2974,0.740288636902118
2975,0.7277490337405491
2976,0.7152257278712529
2977,0.702720075498648
2978,0.6902333366438902
2979,0.677766677576128
2980,0.6653211732482469
2981,0.6528978097343915
2982,0.6404974866685157
2983,0.6281210196755115
2984,0.6157691427914934
2985,0.6034425108683883
2986,0.5911417019559344
2987,0.5788672196685232
2988,0.5666194955229149
2989,0.5543988912417432
2990,0.5422057010347218
2991,0.530040153845813
2992,0.5179024155579405
2993,0.5057925911644044
2994,0.49371072690901435
2995,0.48165681237773733
2996,0.4696307825461409
2997,0.4576325198002973
2998,0.4456618559050616
2999,0.43371857392202545
3000,0.4218024101044935
3001,0.4099130557411013
3002,0.39805015895065177
3003,0.3862133264171036
3004,0.37440212512791693
3005,0.36261608404029155
3006,0.3508546957027323
3007,0.33911741783289295
3008,0.3274036748825654
3009,0.3157128595412759
3010,0.30404433419227916
3011,0.2923974323427408
3012,0.2807714600286484
3013,0.2691656971685604
3014,0.25757939887332437
3015,0.24601179674170184
3016,0.23446210012069077
3017,0.22292949732806824
3018,0.2114131568353182
3019,0.19991222844413953
3020,0.18842584442545324
3021,0.17695312062989385
3022,0.1654931575677056
3023,0.15404504148375053
3024,0.14260784539946278
3025,0.1311806301333609
3026,0.1197624453012687
3027,0.10835233031103453
3028,0.09694931533241866
3029,0.08555242225122825
3030,0.07416066561377055
3031,0.0627730535642601
3032,0.051388588767862946
3033,0.04000626932250525
3034,0.028625089671684017
3035,0.01724404151106695
3036,0.005862114690043958
3037,-0.005521701891461742
3038,-0.016908419390623063
3039,-0.02829904810936536
3040,-0.03969459659406259
3041,-0.05109607072713108
3042,-0.0625044728174392
3043,-0.07392080067463801
3044,-0.08534604667693851
3045,-0.09678119682951329
3046,-0.1082272298118948
3047,-0.11968511601257846
3048,-0.13115581654010053
3049,-0.14264028222399708
3050,-0.15413945259555273
3051,-0.16565425485207463
3052,-0.1771856027931208
3053,-0.1887343957362523
3054,-0.20030151740873592
3055,-0.2118878348153025
3056,-0.22349419707853052
3057,-0.23512143424312576
3058,-0.2467703560564136
3059,-0.2584417507157094
3060,-0.270136383589775
3061,-0.2818549958925629
3062,-0.29359830332767245
3063,-0.3053669946962752
3064,-0.31716173047283236
3065,-0.32898314133957557
3066,-0.3408318266675314
3067,-0.35270835296965264
3068,-0.3646132523094463
3069,-0.3765470206823939
3070,-0.3885101163221391
3071,-0.400502957979176
3072,-0.41252592315387576
3073,-0.4245793462985188
3074,-0.43666351696348893
3075,-0.4487786778761394
3076,-0.46092502299842586
3077,-0.4731026955351195
3078,-0.48531178592528423
3079,-0.49755232972613195
3080,-0.5098243054889433
3081,-0.5221276325872249
3082,-0.5344621690310994
3083,-0.5468277092121769
3084,-0.559223981581964
3085,-0.5716506463296357
3086,-0.5841072930197676
3087,-0.5965934382392681
3088,-0.6091085231106
3089,-0.6216519108410238
3090,-0.6342228842363048
3091,-0.6468206432398454
3092,-0.6594443023983884
3093,-0.6720928882912431
3094,-0.6847653369971
3095,-0.6974604915545107
3096,-0.7101770994747951
3097,-0.7229138101273989
3098,-0.7356691722293929
3099,-0.7484416313377686
3100,-0.7612295274276032
3101,-0.7740310924262176
3102,-0.786844447781786
3103,-0.7996676021275276
3104,-0.8124984490054562
3105,-0.8253347647008542
3106,-0.8381742060325945
3107,-0.851014308322185
3108,-0.8638524834444766
3109,-0.8766860180296844
3110,-0.8895120717294899
3111,-0.9023276756244252
3112,-0.9151297308025459
3113,-0.9279150070909229
3114,-0.9406801419667749
3115,-0.9534216396413113
3116,-0.9661358703563954
3117,-0.9788190698667049
3118,-0.9914673391669302
3119,-1.0040766444843956
3120,-1.0166428174982594
3121,-1.0291615558162284
3122,-1.0416284237717277
3123,-1.05403885350959
3124,-1.0663881463599538
3125,-1.0786714744892227
3126,-1.0908838830208238
3127,-1.1030202924197168
3128,-1.115075501202817
3129,-1.1270441890579768
3130,-1.1389209204068147
3131,-1.1507001482918968
3132,-1.162376218566537
3133,-1.173943374672341
3134,-1.1853957627730944
3135,-1.1967274372510766
3136,-1.2079323665489512
3137,-1.2190044396632784
3138,-1.2299374729157377
3139,-1.2407252170693008
3140,-1.2513613649174964
3141,-1.261839559414917
3142,-1.272153402069913
3143,-1.282296461625876
3144,-1.2922622833367707
3145,-1.3020443985459522
3146,-1.3116363345471838
3147,-1.3210316246917988
3148,-1.3302238190491236
3149,-1.3392064951949525
3150,-1.3479732692225452
3151,-1.3565178070137023
3152,-1.364833835800432
3153,-1.3729151558006227
3154,-1.3807556519767388
3155,-1.3883493059270084
3156,-1.3956902078247164
3157,-1.4027725684233194
3158,-1.4095907309858935
3159,-1.4161391831546668
3160,-1.4224125687360674
3161,-1.4284056993204257
3162,-1.4341135656995854
3163,-1.4395313491268296
3164,-1.444654432222543
3165,-1.449478409524331
3166,-1.4539990977653525
3167,-1.4582125456799275
3168,-1.462115043316786
3169,-1.465703130978986
3170,-1.4689736075646813
3171,-1.471923538262523
3172,-1.4745502617843609
3173,-1.4768513969052663
3174,-1.4788248482500908
3175,-1.4804688115316553
3176,-1.4817817780336175
3177,-1.4827625382386753
3178,-1.4834101848495882
3179,-1.483724115017312
3180,-1.4837040316755625
3181,-1.483349944217645
3182,-1.4826621683790888
3183,-1.48164132522019
3184,-1.4802883394318853
3185,-1.4786044368655
3186,-1.4765911412209811
3187,-1.4742502700543834
3188,-1.471583930057276
3189,-1.4685945115920356
3190,-1.4652846825724786
3191,-1.4616573816815237
3192,-1.4577158109864707
3193,-1.4534634279476426
3194,-1.4489039368500005
3195,-1.4440412797947983
3196,-1.438879627160519
3197,-1.4334233675850452
3198,-1.427677097682994
3199,-1.4216456113295517
3200,-1.415333888575483
3201,-1.4087470844666725
3202,-1.4018905175466048
3203,-1.3947696581056193
3204,-1.387390116489095
3205,-1.3797576312160158
3206,-1.3718780569625566
3207,-1.3637573527342355
3208,-1.355401569979679
3209,-1.3468168406853522
3210,-1.3380093657601306
3211,-1.3289854034877515
3212,-1.319751258069783
3213,-1.310313268530243
3214,-1.3006777978017987
3215,-1.2908512220012638
3216,-1.2808399201117984
3217,-1.2706502639409898
3218,-1.2602886083531608
3219,-1.2497612819303627
3220,-1.239074577980077
3221,-1.228234745885463
3222,-1.2172479828880867
3223,-1.2061204262629892
3224,-1.1948581458861596
3225,-1.183467137225126
3226,-1.1719533147426264
3227,-1.1603225057237099
3228,-1.1485804445075123
3229,-1.136732767130425
3230,-1.1247850064056786
3231,-1.1127425873828798
3232,-1.1006108231992568
3233,-1.0883949113633564
3234,-1.0760999303903356
3235,-1.0637308367955187
3236,-1.0512924625022864
3237,-1.0387895125706403
3238,-1.0262265632418361
3239,-1.013608060367851
3240,-1.000938318128838
3241,-0.9882215180203431
3242,-0.9754617081872075
3243,-0.9626628030119462
3244,-0.9498285829258818
3245,-0.9369626945233634
3246,-0.9240686508965427
3247,-0.9111498321479395
3248,-0.8982094861600465
3249,-0.8852507295512764
3250,-0.8722765487690959
3251,-0.8592898013939169
3252,-0.8462932175951616
3253,-0.8332894016898456
3254,-0.820280833868497
3255,-0.8072698720384018
3256,-0.7942587537341317
3257,-0.7812495981540427
3258,-0.768244408313825
3259,-0.7552450732084872
3260,-0.7422533700708478
3261,-0.729270966701341
3262,-0.7162994238305326
3263,-0.7033401975132142
3264,-0.6903946415707451
3265,-0.6774640100645116
3266,-0.6645494597628586
3267,-0.6516520526375287
3268,-0.63877275836507
3269,-0.6259124568252284
3270,-0.6130719405963156
3271,-0.6002519174411778
3272,-0.5874530127799263
3273,-0.574675772147192
3274,-0.5619206636260815
3275,-0.5491880802527119
3276,-0.5364783424058213
3277,-0.5237917001598552
3278,-0.5111283355987569
3279,-0.49848836510636135
3280,-0.48587184162065183
3281,-0.4732787568421843
3282,-0.4607090434031095
3283,-0.4481625770111072
3284,-0.43563917854007383
3285,-0.42313861607125725
3286,-0.41066060691598394
3287,-0.3982048195854818
3288,-0.385770875710964
3289,-0.3733583519113225
3290,-0.36096678165938856
3291,-0.3485956570777124
3292,-0.33624443068757076
3293,-0.3239125171271659
3294,-0.3115992948435381
3295,-0.29930410773053995
3296,-0.28702626671547077
3297,-0.2747650513351436
3298,-0.2625197112703048
3299,-0.2502894678377215
3300,-0.23807351543871133
3301,-0.22587102300261372
3302,-0.21368113538477682
3303,-0.20150297473190884
3304,-0.18933564181578544
3305,-0.1771782173610375
3306,-0.16502976333307434
3307,-0.15288932419917933
3308,-0.14075592817457555
3309,-0.1286285884544721
3310,-0.11650630442028279
3311,-0.10438806282422088
3312,-0.09227283897098706
3313,-0.08015959788320776
3314,-0.06804729545305337
3315,-0.05593487958065187
3316,-0.043821291316071424
3317,-0.031705465989484066
3318,-0.019586334335939894
3319,-0.00746282361821754
3320,0.0046661412418412054
3321,0.016801636536764433
3322,0.02894473864214807
3323,0.04109652289036583
3324,0.05325806241433216
3325,0.06543042699358119
3326,0.07761468188826112
3327,0.08981188666369949
3328,0.10202309399380437
3329,0.11424934844397727
3330,0.12649168523976143
3331,0.13875112901432868
3332,0.15102869253702922
3333,0.16332537540312841
3334,0.17564216270624422
3335,0.18798002367979674
3336,0.20033991031404227
3337,0.21272275592941392
3338,0.2251294737187497
3339,0.23756095525479984
3340,0.2500180689638792
3341,0.26250165855853
3342,0.27501254141673653
3343,0.2875515069293315
3344,0.30011931480107057
3345,0.31271669331723345
3346,0.325344337536428
3347,0.3380029074496777
3348,0.35069302608720776
3349,0.3634152775895608
3350,0.3761702052053796
3351,0.3889583092322835
3352,0.4017800449153464
3353,0.4146358202950809
3354,0.4275259940120652
3355,0.44045087300662944
3356,0.453410710199466
3357,0.466405702108288
3358,0.479435986443932
3359,0.4925016395860478
3360,0.5056026740299847
3361,0.5187390357837066
3362,0.5319106017380454
3363,0.5451171769660109
3364,0.5583584919252276
3365,0.5716341996627926
3366,0.5849438729692319
3367,0.5982870015375085
3368,0.6116629889624535
3369,0.625071149779644
3370,0.6385107064588824
3371,0.6519807864325533
3372,0.6654804190060265
3373,0.679008532257298
3374,0.6925639499582111
3375,0.706145388507918
3376,0.7197514538876609
3377,0.7333806384895069
3378,0.7470313180703256
3379,0.7607017487063178
3380,0.7743900638610651
3381,0.7880942713377339
3382,0.8018122503616332
3383,0.8155417487276894
3384,0.8292803800724035
3385,0.843025621179283
3386,0.8567748093334926
3387,0.8705251398600259
3388,0.8842736637750694
3389,0.8980172856170701
3390,0.9117527613503413
3391,0.9254766964977589
3392,0.9391855444229628
3393,0.9528756048244945
3394,0.9665430224857464
3395,0.9801837862237271
3396,0.9937937281262356
3397,1.0073685230344132
3398,1.0209036883304632
3399,1.0343945840221065
3400,1.0478364131028517
3401,1.0612242223815858
3402,1.0745529035948131
3403,1.087817194875849
3404,1.1010116826530043
3405,1.1141308040061133
3406,1.1271688494045433
3407,1.1401199657939567
3408,1.1529781603249336
3409,1.1657373044916173
3410,1.1783911387008041
3411,1.1909332772733694
3412,1.2033572141860363
3413,1.2156563291744467
3414,1.227823894255001
3415,1.239853080891011
3416,1.2517369677788799
3417,1.2634685490226405
3418,1.2750407426885917
3419,1.2864464001949836
3420,1.297678316080602
3421,1.308729238189649
3422,1.3195918782669303
3423,1.3302589233542597
3424,1.3407230474025844
3425,1.3509769232191666
3426,1.3610132349712232
3427,1.3708246911244473
3428,1.3804040376042366
3429,1.3897440711882683
3430,1.3988376533263458
3431,1.4076777241227643
3432,1.4162573165976893
3433,1.4245695709765243
3434,1.4326077491300244
3435,1.4403652489866574
3436,1.4478356190316326
3437,1.4550125727027898
3438,1.4618900027777189
3439,1.4684619954412939
3440,1.4747228441848725
3441,1.4806670634726993
3442,1.4862894019943977
3443,1.4915848555359812
3444,1.4965486795241953
3445,1.5011764008862816
3446,1.5054638293964897
3447,1.5094070685368612
3448,1.5130025255232293
3449,1.5162469206562021
3450,1.519137296081232
3451,1.5216710235401654
3452,1.523845811330589
3453,1.5256597105568162
3454,1.5271111202871785
3455,1.5281987918171516
3456,1.5289218321467342
3457,1.5292797063094035
3458,1.5292722387515683
3459,1.5288996138661042
3460,1.5281623753965157
3461,1.52706142487503
3462,1.525598019190127
3463,1.523773767092619
3464,1.5215906247672943
3465,1.5190508905389748
3466,1.5161571986397746
3467,1.5129125121172449
3468,1.5093201149166826
3469,1.50538360318374
3470,1.5011068758240302
3471,1.4964941243078391
3472,1.4915498218815209
3473,1.4862787121842376
3474,1.4806857972101966
3475,1.4747763248748056
3476,1.4685557761566075
3477,1.4620298517093033
3478,1.45520445827362
3479,1.4480856948455514
3480,1.4406798384575739
3481,1.4329933299421158
3482,1.425032759630857
3483,1.4168048528355377
3484,1.4083164554274217
3485,1.399574519512882
3486,1.3905860891503214
3487,1.3813582862610798
3488,1.371898296706318
3489,1.3622133565309544
3490,1.35231073863368
3491,1.3421977396453506
3492,1.3318816671824285
3493,1.3213698274901122
3494,1.3106695134370507
3495,1.2997879929953042
3496,1.2887324981535344
3497,1.2775102142811656
3498,1.2661282700012562
3499,1.2545937275434473
3500,1.2429135736048962
3501,1.2310947107323766
3502,1.2191439492228646
3503,1.2070679995385196
