Distance,Speed,Throttle,Brake
3369.1327777777765,276,51,False
3369.9333333333316,262,4,True
3384.0988888888874,244,3,True
3394.1433333333316,226,3,True
3395.943055555554,209,3,True
3407.9430555555537,180,3,True
3408.3830555555537,176,3,True
3415.6394444444427,173,3,True
3416.0519444444426,165,3,True
3424.381666666665,157,3,True
3428.9344444444428,149,2,True
3434.0622222222205,142,2,True
3438.9733333333315,136,1,True
3447.278888888887,130,1,True
3449.728888888887,126,1,True
3455.5030555555536,123,1,True
3457.849999999998,119,1,True
3463.2955555555536,116,1,False
3470.828888888887,113,1,True
3471.1680555555536,111,5,True
3474.83472222222,110,9,True
3480.55722222222,109,14,False
3485.0452777777755,107,23,False
3486.4880555555533,106,32,False
3489.7563888888867,106,38,False
3493.5905555555532,107,44,False
3494.520555555553,108,44,False
3499.33472222222,109,44,False
3502.08472222222,110,45,False
3509.176388888887,111,48,False
3512.007499999998,112,51,False
3516.0566666666646,113,52,False
3518.32472222222,115,53,False
3523.7702777777754,116,56,False
3524.786388888887,118,59,False
3531.7530555555536,120,61,False
3535.5455555555536,123,64,False
3543.6241666666647,127,68,False
3544.027499999998,132,72,False
3549.5322222222203,133,72,False
3549.94472222222,135,72,False
3557.8402777777756,136,76,False
3562.0952777777757,138,80,False
3567.2552777777755,144,81,False
3574.7552777777755,150,82,False
3575.2319444444424,156,83,False
3580.046111111109,159,87,False
3584.166388888887,163,92,False
3595.8555555555536,169,96,False
3601.2513888888866,175,100,False
3608.7427777777757,181,100,False
3613.4697222222203,187,100,False
3622.436111111109,191,99,False
3632.781944444442,195,99,False
3636.5577777777758,197,97,False
3645.40222222222,199,96,False
3646.0194444444423,202,95,False
3656.4669444444426,199,53,False
3657.0688888888867,197,12,True
3668.157499999998,191,7,True
3671.806111111109,185,3,True
3678.220277777776,179,3,True
3681.6519444444425,174,4,True
3687.7547222222206,169,4,True
3689.121388888887,164,4,True
3699.4547222222204,155,5,True
3707.318611111109,149,5,True
3710.9186111111094,144,5,True
3715.226944444443,141,5,True
3717.1188888888873,139,5,True
3725.0313888888872,135,2,True
3727.5422222222205,131,0,False
3729.3697222222204,129,0,False
3736.4252777777756,127,0,False
3741.598888888887,125,0,True
3744.7333333333313,124,0,True
3747.0908333333314,123,0,False
3750.8216666666644,121,0,False
3755.0858333333313,119,0,False
3757.393333333331,117,15,False
3765.738888888887,116,31,False
3770.5305555555533,115,47,False
3771.49722222222,116,49,False
3777.3472222222204,117,51,False
3783.6608333333315,119,54,False
3790.627499999998,120,55,False
3795.3330555555535,121,57,False
3797.075555555554,123,59,False
3802.9436111111095,125,60,False
3804.0458333333318,128,62,False
3812.378888888887,131,63,False
3815.7913888888875,135,65,False
3820.736388888887,138,69,False
3826.6505555555536,141,73,False
3836.7488888888874,146,75,False
3843.124444444443,152,78,False
3858.2477777777763,156,88,False
3860.514444444443,160,99,False
3868.1588888888873,172,100,False
3870.5680555555537,177,100,False
3882.310555555554,183,100,False
3885.8563888888875,185,100,False
3890.6086111111094,188,100,False
3896.5127777777757,195,100,False
3908.352222222221,202,100,False
3912.2622222222203,204,100,False
3917.469444444443,206,100,False
3921.4752777777767,209,100,False
3932.1252777777763,213,100,False
3944.1252777777763,216,100,False
3946.0197222222205,220,100,False
3956.019722222221,225,100,False
3960.414166666665,226,100,False
3968.647499999999,228,100,False
3970.5474999999983,228,94,False
3983.269722222221,229,88,False
3983.90861111111,230,82,False
3996.853055555555,233,83,False
4005.3030555555547,234,82,False
4025.5597222222214,236,81,False
4028.9172222222214,237,87,False
4046.1061111111107,238,93,False
4052.0147222222217,239,100,False
4063.462222222221,241,100,False
4079.6622222222218,243,100,False
4081.6438888888883,246,100,False
4093.4238888888876,248,100,False
4100.993333333333,250,100,False
4117.859999999999,253,100,False
4118.568333333333,255,99,False
4137.129444444443,257,99,False
4143.676388888888,259,99,False
4154.437499999999,260,99,False
4158.149166666666,262,99,False
4172.815833333333,264,99,False
4174.950555555555,265,99,False
4190.599722222221,267,99,False
4192.7505555555545,267,80,False
4203.133888888888,267,61,False
4214.374999999998,268,42,True
4231.508333333332,257,39,True
4232.1433333333325,254,40,True
4244.693333333332,251,41,True
4245.4541666666655,249,42,False
4256.520833333332,249,42,False
4257.135833333332,246,47,False
4270.081388888888,244,53,False
4270.683888888888,241,53,False
4275.994999999999,239,54,False
4285.935833333332,237,55,False
4298.273333333332,235,59,False
4298.985277777777,233,64,False
4308.5875,232,67,False
4314.451944444444,232,71,False
4321.476388888888,232,74,False
4335.132777777778,233,78,False
4340.917777777778,234,83,False
4350.7747222222215,235,89,False
4366.574722222221,237,100,False
4367.169722222221,238,94,False
4380.503055555555,240,88,False
4382.586944444444,242,82,False
4402.094444444444,243,91,False
4404.195555555554,244,100,False
4414.445555555554,246,100,False
4423.4011111111095,248,100,False
4428.281666666666,251,99,False
4448.823333333332,255,99,False
4450.964999999998,257,99,False
4463.242777777777,260,99,False
4465.409444444444,260,99,False
4477.734444444443,261,99,False
4479.92611111111,263,99,False
4491.703888888887,265,99,False
4504.284999999998,268,100,False
4514.03722222222,268,100,False
4516.196111111109,268,100,False
4527.521111111109,270,99,False
4540.289999999998,272,99,False
4548.738333333331,274,99,False
4564.071666666665,276,99,False
4564.766666666665,278,99,False
4582.591666666665,279,99,False
4583.369444444444,280,100,False
4604.444444444443,281,100,False
4605.30611111111,282,100,False
4629.203888888888,283,99,False
