0.39294696,0.40879393
0.39194697,0.40779394
0.39094698,0.40679473
0.38994694,0.40579733
0.38894677,0.40480027
0.38794658,0.403801
0.38694656,0.4027971
0.38594702,0.4017865
0.3849485,0.40076768
0.38395175,0.3997397
0.3829578,0.39870232
0.3819678,0.39765593
0.38098326,0.39660153
0.38000578,0.3955407
0.3790371,0.39447558
0.37807918,0.39340857
0.377134,0.39234248
0.37620363,0.3912803
0.3752902,0.39022523
0.37439585,0.3891806
0.37352273,0.38814977
0.37267295,0.38713607
0.37184852,0.3861428
0.37105176,0.38517356
0.37028503,0.38423228
0.3695507,0.3833229
0.36885086,0.38244924
0.36818743,0.38161516
0.36756235,0.38082442
0.3669773,0.38008046
0.36643288,0.37938517
0.36592814,0.37873846
0.365461,0.37813878
0.365029,0.37758386
0.36462986,0.3770713
0.36426145,0.37659857
0.3639217,0.37616315
0.36360875,0.37576252
0.3633207,0.37539425
0.3630558,0.37505597
0.3628123,0.3747454
0.3625886,0.37446043
0.36238322,0.37419903
0.3621947,0.37395936
0.36202168,0.37373963
0.361863,0.37353826
0.3617174,0.37335372
0.3615839,0.37318462
0.36146146,0.3730297
0.3613492,0.37288776
0.36124623,0.37275773
0.3611518,0.37263858
0.3610652,0.37252942
0.36098576,0.37242937
0.36091286,0.37233767
0.36084595,0.3722536
0.36078453,0.3721765
0.3607281,0.37210578
0.36067626,0.3720409
0.3606286,0.37198135
0.36058477,0.37192667
0.3605444,0.37187642
0.36050722,0.3718302
0.36047295,0.3717877
0.36044133,0.37174857
0.36041212,0.3717125
0.36038512,0.37167925
0.36036012,0.37164855
0.36033696,0.37162018
0.36031547,0.37159395
0.3602955,0.37156966
0.3602769,0.37154713
0.3602596,0.3715262
0.3602434,0.37150678
0.3602283,0.37148866
0.36021414,0.37147176
0.36020085,0.371456
0.36018836,0.37144122
0.3601766,0.37142736
0.36016548,0.37141433
0.36015496,0.37140208
0.36014497,0.37139052
0.3601355,0.37137958
0.36012647,0.37136924
0.36011785,0.3713594
0.3601096,0.37135005
0.3601017,0.3713411
0.3600941,0.3713326
0.3600868,0.37132442
0.36007974,0.37131655
0.3600729,0.37130898
0.3600663,0.37130168
0.3600599,0.37129462
0.36005363,0.3712878
0.36004755,0.37128118
0.36004162,0.37127474
0.3600358,0.37126845
0.3600301,0.3712623
0.36002454,0.37125632
0.36001906,0.37125045
0.36001366,0.3712447
0.36000836,0.37123904
0.36000314,0.37123346
0.359998,0.37122798
0.3599929,0.37122256
0.35998785,0.3712172
0.35998288,0.3712119
0.35997793,0.37120664
0.35997304,0.37120146
0.3599682,0.3711963
0.35996336,0.3711912
0.3599586,0.37118614
0.35995385,0.3711811
0.35994914,0.3711761
0.35994443,0.37117112
0.35993975,0.37116617
0.3599351,0.37116122
0.3599305,0.3711563
0.35992587,0.37115142
0.35992128,0.37114653
0.3599167,0.37114167
0.35991213,0.3711368
0.35990757,0.37113196
0.35990304,0.37112713
0.3598985,0.3711223
0.359894,0.37111747
0.3598895,0.37111264
0.359885,0.37110785
0.35988054,0.37110305
0.35987607,0.37109825
0.3598716,0.37109345
0.35986716,0.37108865
0.35986272,0.37108386
0.35985827,0.37107906
0.35985383,0.37107426
0.3598494,0.37106946
0.35984498,0.37106466
0.35984057,0.37105986
0.35983616,0.37105507
0.35983175,0.37105027
0.35982737,0.37104547
0.359823,0.37104067
0.3598186,0.37103587
0.35981423,0.37103108
0.35980985,0.37102628
0.35980546,0.37102148
0.3598011,0.37101668
0.35979676,0.37101188
0.3597924,0.37100708
0.35978806,0.3710023
0.3597837,0.3709975
0.35977936,0.3709927
0.35977504,0.3709879
0.35977072,0.3709831
0.3597664,0.3709783
0.35976207,0.3709735
0.35975775,0.3709687
0.35975343,0.3709639
0.35974914,0.3709591
0.35974485,0.3709543
0.35974056,0.3709495
0.35973626,0.3709447
0.35973197,0.3709399
0.35972768,0.3709351
0.35972342,0.3709303
0.35971916,0.37092552
0.3597149,0.37092072
0.35971063,0.37091592
0.35970637,0.37091112
0.3597021,0.37090632
0.35969788,0.37090153
0.35969365,0.37089673
0.3596894,0.37089193
0.35968518,0.37088713
0.35968095,0.37088233
0.35967672,0.37087753
0.35967252,0.37087274
0.3596683,0.37086794
0.3596641,0.37086314
0.3596599,0.37085834
0.3596557,0.37085354
0.3596515,0.37084875
0.35964733,0.37084395
0.35964316,0.37083915
0.359639,0.37083435
0.35963482,0.37082955
0.35963064,0.37082475
0.3596265,0.37081996
0.35962236,0.37081516
0.35961822,0.37081036
0.35961407,0.37080556
0.35960993,0.37080076
0.3596058,0.37079597
0.35960168,0.37079117
0.35959756,0.37078637
0.35959345,0.37078157
0.35958934,0.37077677
0.35958523,0.37077197
0.3595811,0.37076718
0.35957703,0.37076238
0.35957295,0.37075758
0.35956886,0.37075278
0.35956478,0.37074798
0.3595607,0.3707432
0.35955662,0.3707384
0.35955256,0.3707336
0.3595485,0.3707288
0.35954446,0.370724
0.3595404,0.3707192
0.35953635,0.3707144
0.35953233,0.3707096
0.3595283,0.37070483
0.35952428,0.37070006
0.35952026,0.3706953
0.35951623,0.37069052
0.3595122,0.37068576
0.35950822,0.370681
0.35950422,0.37067622
0.35950023,0.37067145
0.35949624,0.37066668
0.35949224,0.3706619
0.35948825,0.37065715
0.3594843,0.37065238
0.35948032,0.3706476
0.35947636,0.37064284
0.3594724,0.37063807
0.35946843,0.3706333
0.3594645,0.37062854
0.35946056,0.37062377
0.35945663,0.370619
0.3594527,0.37061423
0.35944876,0.37060946
0.35944483,0.3706047
0.35944092,0.37059993
0.35943702,0.3705952
0.3594331,0.37059045
0.3594292,0.3705857
0.3594253,0.37058097
0.3594214,0.37057623
0.35941753,0.3705715
0.35941365,0.37056676
0.35940978,0.37056202
0.3594059,0.37055728
0.35940203,0.37055254
0.3593982,0.3705478
0.35939434,0.37054306
0.3593905,0.37053832
0.35938665,0.3705336
0.3593828,0.37052885
0.35937896,0.3705241
0.35937515,0.37051937
0.35937133,0.37051466
0.35936752,0.37050995
0.3593637,0.37050524
0.3593599,0.37050053
0.35935608,0.37049583
0.3593523,0.37049112
0.3593485,0.3704864
0.35934472,0.3704817
0.35934094,0.370477
0.35933715,0.37047228
0.35933337,0.37046757
0.3593296,0.37046286
0.35932586,0.37045816
0.3593221,0.37045345
0.35931835,0.37044874
0.3593146,0.37044403
0.35931087,0.37043935
0.35930714,0.37043467
0.3593034,0.37043
0.3592997,0.3704253
0.35929596,0.37042063
0.35929224,0.37041596
0.35928854,0.37041128
0.35928485,0.3704066
0.35928115,0.37040192
0.35927746,0.37039724
0.35927376,0.37039256
0.35927007,0.37038788
0.3592664,0.3703832
0.35926273,0.37037852
0.35925907,0.37037385
0.3592554,0.3703692
0.35925174,0.37036455
0.35924807,0.3703599
0.35924444,0.37035525
0.3592408,0.3703506
0.35923716,0.37034595
0.35923353,0.3703413
0.3592299,0.37033665
0.35922626,0.370332
0.35922265,0.37032735
0.35921904,0.3703227
0.35921544,0.37031806
0.35921183,0.3703134
0.35920823,0.37030876
0.35920462,0.37030414
0.35920104,0.37029952
0.35919747,0.3702949
0.3591939,0.37029028
0.35919032,0.37028566
0.35918674,0.37028104
0.35918316,0.37027642
0.35917962,0.3702718
0.35917607,0.37026718
0.35917252,0.37026256
0.35916898,0.37025794
0.35916543,0.37025332
0.35916188,0.3702487
0.35915837,0.3702441
0.35915485,0.3702395
0.35915133,0.3702349
0.35914782,0.37023032
0.3591443,0.37022573
0.35914078,0.37022114
0.3591373,0.37021655
0.3591338,0.37021196
0.35913032,0.37020737
0.35912684,0.37020278
0.35912335,0.3701982
0.35911986,0.3701936
0.3591164,0.370189
0.35911295,0.37018442
0.3591095,0.37017986
0.35910603,0.3701753
0.35910258,0.37017074
0.35909912,0.37016618
0.3590957,0.37016162
0.35909227,0.37015706
0.35908884,0.3701525
0.3590854,0.37014794
0.35908198,0.37014338
0.35907856,0.37013882
0.35907516,0.37013426
0.35907176,0.3701297
0.35906836,0.37012514
0.35906497,0.37012058
0.35906157,0.37011606
0.35905817,0.37011153
0.35905477,0.370107
0.3590514,0.37010247
0.35904804,0.37009794
0.35904467,0.3700934
0.3590413,0.37008888
0.35903794,0.37008435
0.35903457,0.37007982
0.35903123,0.3700753
0.3590279,0.37007076
0.35902455,0.37006623
0.35902122,0.3700617
0.35901788,0.3700572
0.35901454,0.3700527
0.35901123,0.3700482
0.35900792,0.3700437
0.35900462,0.3700392
0.3590013,0.3700347
0.358998,0.3700302
0.3589947,0.3700257
0.35899138,0.3700212
0.3589881,0.3700167
0.35898483,0.3700122
0.35898155,0.3700077
0.35897827,0.3700032
0.358975,0.36999872
